File name,Time,Best primal bound,Active columns in best primal sol,Total columns generated,Solved to optimality
RKP_UN_n50_R1000_H100_h40_dev0.1_d0.1,7.66801,15174.6,17,824,1
RKP_UN_n50_R1000_H100_h40_dev0.1_d0.5,9.62695,15447.4,7,869,1
RKP_UN_n50_R1000_H100_h40_dev0.1_d1,41.0012,16035.1,14,2827,1
RKP_UN_n50_R1000_H100_h40_dev0.2_d0.1,5.74258,14218,1,622,1
RKP_UN_n50_R1000_H100_h40_dev0.2_d0.5,8.89989,13014.8,19,953,1
RKP_UN_n50_R1000_H100_h40_dev0.2_d1,23.6983,14692,1,2045,1
RKP_UN_n50_R1000_H100_h80_dev0.15_d0.1,2.42962,21256,22,196,1
RKP_UN_n50_R1000_H100_h80_dev0.15_d0.5,3.70664,19495,28,285,1
RKP_UN_n50_R1000_H100_h80_dev0.15_d1,19.5337,21837.8,29,1277,1
RKP_UN_n50_R1000_H100_h80_dev0.1_d0.1,1.11397,22255.9,20,83,1
RKP_UN_n50_R1000_H100_h80_dev0.1_d0.5,2.94792,24536.3,23,217,1
RKP_UN_n50_R1000_H100_h80_dev0.1_d1,3.27882,22598.5,28,271,1
RKP_UN_n50_R1000_H100_h80_dev0.2_d0.1,2.94362,20004.3,29,292,1
RKP_UN_n50_R1000_H100_h80_dev0.2_d0.5,2.88907,21928.9,23,246,1
RKP_UN_n50_R1000_H100_h80_dev0.2_d1,7.20349,21537.2,27,608,1
RKP_WC_n50_R1000_H100_h40_dev0.15_d0.1,TIME_LIMIT,7757.4,16,68421,0
RKP_WC_n50_R1000_H100_h40_dev0.15_d0.5,TIME_LIMIT,8743.5,17,65492,0
RKP_WC_n50_R1000_H100_h40_dev0.15_d1,2089.47,7978.69,17,29281,1
RKP_WC_n50_R1000_H100_h40_dev0.1_d0.1,TIME_LIMIT,8689.26,16,68791,0
RKP_WC_n50_R1000_H100_h40_dev0.1_d0.5,TIME_LIMIT,8883.29,13,63742,0
RKP_WC_n50_R1000_H100_h40_dev0.1_d1,TIME_LIMIT,9848.99,13,65025,0
RKP_WC_n50_R1000_H100_h40_dev0.2_d0.1,TIME_LIMIT,8065.89,21,72070,0
RKP_WC_n50_R1000_H100_h40_dev0.2_d0.5,2868.89,8288,1,35800,1
RKP_WC_n50_R1000_H100_h40_dev0.2_d1,972.02,8676,1,19110,1
RKP_WC_n50_R1000_H100_h80_dev0.15_d0.1,TIME_LIMIT,15682.5,18,55281,0
RKP_WC_n50_R1000_H100_h80_dev0.15_d0.5,TIME_LIMIT,17167.6,17,58139,0
RKP_WC_n50_R1000_H100_h80_dev0.15_d1,9405.26,18725.6,19,58084,1
RKP_WC_n50_R1000_H100_h80_dev0.1_d0.1,TIME_LIMIT,17434.9,13,58462,0
RKP_WC_n50_R1000_H100_h80_dev0.1_d0.5,4326.6,15293.6,12,37373,1
RKP_WC_n50_R1000_H100_h80_dev0.1_d1,3111.29,20529.3,13,28921,1
RKP_WC_n50_R1000_H100_h80_dev0.2_d0.1,TIME_LIMIT,16031.4,22,57684,0
RKP_WC_n50_R1000_H100_h80_dev0.2_d0.5,TIME_LIMIT,17571.4,24,54246,0
RKP_WC_n50_R1000_H100_h80_dev0.2_d1,TIME_LIMIT,15431.6,23,59667,0
RKP_ASC_n60_R1000_H100_h40_dev0.15_d0.1,TIME_LIMIT,13437.3,20,61334,0
RKP_ASC_n60_R1000_H100_h40_dev0.15_d0.5,TIME_LIMIT,12019,1,62294,0
RKP_ASC_n60_R1000_H100_h40_dev0.15_d1,TIME_LIMIT,12977.4,16,62076,0
RKP_ASC_n60_R1000_H100_h40_dev0.1_d0.1,TIME_LIMIT,12611,1,54488,0
RKP_ASC_n60_R1000_H100_h40_dev0.1_d0.5,TIME_LIMIT,14319,1,59744,0
RKP_ASC_n60_R1000_H100_h40_dev0.1_d1,TIME_LIMIT,13541,1,62396,0
RKP_ASC_n60_R1000_H100_h40_dev0.2_d0.1,TIME_LIMIT,11163.5,21,63587,0
RKP_ASC_n60_R1000_H100_h40_dev0.2_d0.5,TIME_LIMIT,12023.6,21,62646,0
RKP_ASC_n60_R1000_H100_h40_dev0.2_d1,TIME_LIMIT,12172.4,18,59156,0
RKP_ASC_n60_R1000_H100_h80_dev0.15_d0.1,TIME_LIMIT,23841.5,19,54361,0
RKP_ASC_n60_R1000_H100_h80_dev0.15_d0.5,TIME_LIMIT,27401.6,17,53777,0
RKP_ASC_n60_R1000_H100_h80_dev0.15_d1,TIME_LIMIT,26319.4,18,51129,0
RKP_ASC_n60_R1000_H100_h80_dev0.1_d0.1,TIME_LIMIT,25901.5,12,53635,0
RKP_ASC_n60_R1000_H100_h80_dev0.1_d0.5,1106.38,24323.6,13,14949,1
RKP_ASC_n60_R1000_H100_h80_dev0.1_d1,TIME_LIMIT,27900.4,15,46231,0
RKP_ASC_n60_R1000_H100_h80_dev0.2_d0.1,TIME_LIMIT,25240.9,23,57533,0
RKP_ASC_n60_R1000_H100_h80_dev0.2_d0.5,TIME_LIMIT,25628.4,23,56858,0
RKP_ASC_n60_R1000_H100_h80_dev0.2_d1,TIME_LIMIT,23880.3,21,41746,0
RKP_SC_n60_R1000_H100_h40_dev0.15_d0.1,TIME_LIMIT,13089,1,63736,0
RKP_SC_n60_R1000_H100_h40_dev0.15_d0.5,TIME_LIMIT,13561.8,15,62580,0
RKP_SC_n60_R1000_H100_h40_dev0.15_d1,TIME_LIMIT,13174,1,62750,0
RKP_SC_n60_R1000_H100_h40_dev0.1_d0.1,TIME_LIMIT,14242,1,57801,0
RKP_SC_n60_R1000_H100_h40_dev0.1_d0.5,TIME_LIMIT,12494,1,58430,0
RKP_SC_n60_R1000_H100_h40_dev0.1_d1,TIME_LIMIT,14999,1,63903,0
RKP_SC_n60_R1000_H100_h40_dev0.2_d0.1,TIME_LIMIT,12707.7,20,61141,0
RKP_SC_n60_R1000_H100_h40_dev0.2_d0.5,TIME_LIMIT,11916.7,22,62271,0
RKP_SC_n60_R1000_H100_h40_dev0.2_d1,TIME_LIMIT,11708.6,18,63519,0
RKP_SC_n60_R1000_H100_h80_dev0.15_d0.1,TIME_LIMIT,24883,18,53283,0
RKP_SC_n60_R1000_H100_h80_dev0.15_d0.5,TIME_LIMIT,23333.9,17,56148,0
RKP_SC_n60_R1000_H100_h80_dev0.15_d1,TIME_LIMIT,27276.9,18,49961,0
RKP_SC_n60_R1000_H100_h80_dev0.1_d0.1,TIME_LIMIT,23691,1,57715,0
RKP_SC_n60_R1000_H100_h80_dev0.1_d0.5,TIME_LIMIT,25980.3,14,48524,0
RKP_SC_n60_R1000_H100_h80_dev0.1_d1,TIME_LIMIT,27036.6,11,44250,0
RKP_SC_n60_R1000_H100_h80_dev0.2_d0.1,TIME_LIMIT,23029.6,21,57662,0
RKP_SC_n60_R1000_H100_h80_dev0.2_d0.5,TIME_LIMIT,23267.1,20,58065,0
RKP_SC_n60_R1000_H100_h80_dev0.2_d1,TIME_LIMIT,24707.3,20,57290,0
RKP_UN_n60_R1000_H100_h40_dev0.15_d0.1,28.6782,19821.1,24,1804,1
RKP_UN_n60_R1000_H100_h40_dev0.15_d0.5,37.17,18590.2,24,2140,1
RKP_UN_n60_R1000_H100_h40_dev0.15_d1,15.4192,16814.1,20,1206,1
RKP_UN_n60_R1000_H100_h40_dev0.1_d0.1,7.67812,19241.6,13,647,1
RKP_UN_n60_R1000_H100_h40_dev0.1_d0.5,26.1951,19966.3,18,1759,1
RKP_UN_n60_R1000_H100_h40_dev0.1_d1,21.6768,19669.7,19,1448,1
RKP_UN_n60_R1000_H100_h40_dev0.2_d0.1,9.72178,19203,1,687,1
RKP_UN_n60_R1000_H100_h40_dev0.2_d0.5,21.9216,17367.9,26,1461,1
RKP_UN_n60_R1000_H100_h40_dev0.2_d1,63.2415,16812,1,3196,1
RKP_UN_n60_R1000_H100_h80_dev0.15_d0.1,4.8009,26193.7,32,258,1
RKP_UN_n60_R1000_H100_h80_dev0.15_d0.5,1.46598,25316.8,39,101,1
RKP_UN_n60_R1000_H100_h80_dev0.15_d1,9.41665,27204.7,26,518,1
RKP_UN_n60_R1000_H100_h80_dev0.1_d0.1,1.82644,24394.1,23,115,1
RKP_UN_n60_R1000_H100_h80_dev0.1_d0.5,4.14763,25680.2,21,236,1
RKP_UN_n60_R1000_H100_h80_dev0.1_d1,31.7597,26873.2,24,1323,1
RKP_UN_n60_R1000_H100_h80_dev0.2_d0.1,18.1003,23466,1,824,1
RKP_UN_n60_R1000_H100_h80_dev0.2_d0.5,7.78257,27318.2,36,458,1
RKP_UN_n60_R1000_H100_h80_dev0.2_d1,17.0141,21593.1,38,876,1
RKP_WC_n60_R1000_H100_h40_dev0.15_d0.1,TIME_LIMIT,9928.8,21,68868,0
RKP_WC_n60_R1000_H100_h40_dev0.15_d0.5,TIME_LIMIT,10063,19,62456,0
RKP_WC_n60_R1000_H100_h40_dev0.15_d1,1220.24,9887.01,21,20521,1
RKP_WC_n60_R1000_H100_h40_dev0.1_d0.1,TIME_LIMIT,9439.06,16,61732,0
RKP_WC_n60_R1000_H100_h40_dev0.1_d0.5,TIME_LIMIT,9262.3,15,62854,0
RKP_WC_n60_R1000_H100_h40_dev0.1_d1,TIME_LIMIT,13059,1,67131,0
RKP_WC_n60_R1000_H100_h40_dev0.2_d0.1,TIME_LIMIT,10044.2,26,66771,0
RKP_WC_n60_R1000_H100_h40_dev0.2_d0.5,TIME_LIMIT,10263,1,66452,0
RKP_WC_n60_R1000_H100_h40_dev0.2_d1,2271.36,9723,1,31902,1
RKP_WC_n60_R1000_H100_h80_dev0.15_d0.1,TIME_LIMIT,20598.1,22,51221,0
RKP_WC_n60_R1000_H100_h80_dev0.15_d0.5,TIME_LIMIT,19546.1,22,51692,0
RKP_WC_n60_R1000_H100_h80_dev0.15_d1,TIME_LIMIT,21806.7,24,42555,0
RKP_WC_n60_R1000_H100_h80_dev0.1_d0.1,TIME_LIMIT,21205.7,14,52834,0
RKP_WC_n60_R1000_H100_h80_dev0.1_d0.5,TIME_LIMIT,22800.5,14,57068,0
RKP_WC_n60_R1000_H100_h80_dev0.1_d1,868.117,18651.8,16,13635,1
RKP_WC_n60_R1000_H100_h80_dev0.2_d0.1,TIME_LIMIT,19228.6,28,55117,0
RKP_WC_n60_R1000_H100_h80_dev0.2_d0.5,TIME_LIMIT,20954.7,27,58149,0
RKP_WC_n60_R1000_H100_h80_dev0.2_d1,TIME_LIMIT,19080.8,30,56301,0
RKP_ASC_n70_R1000_H100_h40_dev0.15_d0.1,TIME_LIMIT,13976.5,1,59610,0
RKP_ASC_n70_R1000_H100_h40_dev0.15_d0.5,TIME_LIMIT,16206.3,17,60777,0
RKP_ASC_n70_R1000_H100_h40_dev0.15_d1,TIME_LIMIT,15837.6,18,62328,0
RKP_ASC_n70_R1000_H100_h40_dev0.1_d0.1,TIME_LIMIT,15196,1,58591,0
RKP_ASC_n70_R1000_H100_h40_dev0.1_d0.5,TIME_LIMIT,15532,1,58108,0
RKP_ASC_n70_R1000_H100_h40_dev0.1_d1,TIME_LIMIT,15273.1,15,43061,0
RKP_ASC_n70_R1000_H100_h40_dev0.2_d0.1,TIME_LIMIT,14219,23,59392,0
RKP_ASC_n70_R1000_H100_h40_dev0.2_d0.5,TIME_LIMIT,13731.5,23,56520,0
RKP_ASC_n70_R1000_H100_h40_dev0.2_d1,TIME_LIMIT,15276.7,21,61724,0
RKP_ASC_n70_R1000_H100_h80_dev0.15_d0.1,TIME_LIMIT,27716.2,21,51384,0
RKP_ASC_n70_R1000_H100_h80_dev0.15_d0.5,TIME_LIMIT,26045.2,18,50730,0
RKP_ASC_n70_R1000_H100_h80_dev0.15_d1,TIME_LIMIT,30074.2,21,54500,0
RKP_ASC_n70_R1000_H100_h80_dev0.1_d0.1,TIME_LIMIT,28730.9,15,50877,0
RKP_ASC_n70_R1000_H100_h80_dev0.1_d0.5,TIME_LIMIT,29679,15,53168,0
RKP_ASC_n70_R1000_H100_h80_dev0.1_d1,TIME_LIMIT,34338.2,16,51580,0
RKP_ASC_n70_R1000_H100_h80_dev0.2_d0.1,TIME_LIMIT,27784.4,23,53951,0
RKP_ASC_n70_R1000_H100_h80_dev0.2_d0.5,TIME_LIMIT,27692.7,26,54195,0
RKP_ASC_n70_R1000_H100_h80_dev0.2_d1,TIME_LIMIT,24837.8,25,50742,0
RKP_SC_n70_R1000_H100_h40_dev0.15_d0.1,TIME_LIMIT,15065,21,58117,0
RKP_SC_n70_R1000_H100_h40_dev0.15_d0.5,TIME_LIMIT,14899.3,17,58936,0
RKP_SC_n70_R1000_H100_h40_dev0.15_d1,TIME_LIMIT,15648.1,20,50894,0
RKP_SC_n70_R1000_H100_h40_dev0.1_d0.1,TIME_LIMIT,16428,16,58902,0
RKP_SC_n70_R1000_H100_h40_dev0.1_d0.5,TIME_LIMIT,16163,1,57093,0
RKP_SC_n70_R1000_H100_h40_dev0.1_d1,TIME_LIMIT,16416,18,53840,0
RKP_SC_n70_R1000_H100_h40_dev0.2_d0.1,TIME_LIMIT,14023.2,23,58562,0
RKP_SC_n70_R1000_H100_h40_dev0.2_d0.5,TIME_LIMIT,14040,22,59787,0
RKP_SC_n70_R1000_H100_h40_dev0.2_d1,TIME_LIMIT,13198,1,62868,0
RKP_SC_n70_R1000_H100_h80_dev0.15_d0.1,TIME_LIMIT,24478.9,17,53926,0
RKP_SC_n70_R1000_H100_h80_dev0.15_d0.5,TIME_LIMIT,31712.5,22,49795,0
RKP_SC_n70_R1000_H100_h80_dev0.15_d1,TIME_LIMIT,28633.3,20,50059,0
RKP_SC_n70_R1000_H100_h80_dev0.1_d0.1,TIME_LIMIT,30475.9,18,50928,0
RKP_SC_n70_R1000_H100_h80_dev0.1_d0.5,TIME_LIMIT,32744.8,18,51375,0
RKP_SC_n70_R1000_H100_h80_dev0.1_d1,TIME_LIMIT,31224,17,50661,0
RKP_SC_n70_R1000_H100_h80_dev0.2_d0.1,TIME_LIMIT,28630.1,28,50552,0
RKP_SC_n70_R1000_H100_h80_dev0.2_d0.5,TIME_LIMIT,25641.5,25,52974,0
RKP_SC_n70_R1000_H100_h80_dev0.2_d1,TIME_LIMIT,26152.2,24,55724,0
RKP_UN_n70_R1000_H100_h40_dev0.15_d0.1,146.047,21463,23,4512,1
RKP_UN_n70_R1000_H100_h40_dev0.15_d0.5,42.1266,21722.5,29,2018,1
RKP_UN_n70_R1000_H100_h40_dev0.15_d1,387.024,23342.6,28,8570,1
RKP_UN_n70_R1000_H100_h40_dev0.1_d0.1,36.1744,20561,15,1823,1
RKP_UN_n70_R1000_H100_h40_dev0.1_d0.5,25.4859,22696.1,19,1439,1
RKP_UN_n70_R1000_H100_h40_dev0.1_d1,33.2121,20848.2,21,1697,1
RKP_UN_n70_R1000_H100_h40_dev0.2_d0.1,22.639,21545,1,1199,1
RKP_UN_n70_R1000_H100_h40_dev0.2_d0.5,21.2343,19963,1,1139,1
RKP_UN_n70_R1000_H100_h40_dev0.2_d1,29.004,20804,1,1505,1
RKP_UN_n70_R1000_H100_h80_dev0.15_d0.1,6.49967,31341.2,34,255,1
RKP_UN_n70_R1000_H100_h80_dev0.15_d0.5,7.19504,30636.9,46,348,1
RKP_UN_n70_R1000_H100_h80_dev0.15_d1,11.7749,28440.7,33,493,1
RKP_UN_n70_R1000_H100_h80_dev0.1_d0.1,8.90972,28051.8,30,393,1
RKP_UN_n70_R1000_H100_h80_dev0.1_d0.5,6.20872,29104.5,28,297,1
RKP_UN_n70_R1000_H100_h80_dev0.1_d1,6.4277,29387,26,287,1
RKP_UN_n70_R1000_H100_h80_dev0.2_d0.1,6.7118,29003.1,38,281,1
RKP_UN_n70_R1000_H100_h80_dev0.2_d0.5,7.13288,28150.1,43,287,1
RKP_UN_n70_R1000_H100_h80_dev0.2_d1,30.9049,31164.6,44,1267,1
RKP_WC_n70_R1000_H100_h40_dev0.15_d0.1,TIME_LIMIT,12047.2,25,63999,0
RKP_WC_n70_R1000_H100_h40_dev0.15_d0.5,TIME_LIMIT,10645.3,24,63636,0
RKP_WC_n70_R1000_H100_h40_dev0.15_d1,TIME_LIMIT,13213.1,21,67979,0
RKP_WC_n70_R1000_H100_h40_dev0.1_d0.1,TIME_LIMIT,13160.4,17,64257,0
RKP_WC_n70_R1000_H100_h40_dev0.1_d0.5,TIME_LIMIT,12294.2,16,63329,0
RKP_WC_n70_R1000_H100_h40_dev0.1_d1,TIME_LIMIT,13489.6,17,67032,0
RKP_WC_n70_R1000_H100_h40_dev0.2_d0.1,TIME_LIMIT,11914.1,31,61492,0
RKP_WC_n70_R1000_H100_h40_dev0.2_d0.5,TIME_LIMIT,12689.8,32,65036,0
RKP_WC_n70_R1000_H100_h40_dev0.2_d1,TIME_LIMIT,13996,1,65255,0
RKP_WC_n70_R1000_H100_h80_dev0.15_d0.1,TIME_LIMIT,26035.4,23,57656,0
RKP_WC_n70_R1000_H100_h80_dev0.15_d0.5,TIME_LIMIT,25584.3,25,50859,0
RKP_WC_n70_R1000_H100_h80_dev0.15_d1,TIME_LIMIT,24690.7,26,50543,0
RKP_WC_n70_R1000_H100_h80_dev0.1_d0.1,TIME_LIMIT,23957.2,18,56526,0
RKP_WC_n70_R1000_H100_h80_dev0.1_d0.5,TIME_LIMIT,24255,17,51860,0
RKP_WC_n70_R1000_H100_h80_dev0.1_d1,TIME_LIMIT,24007.4,17,52240,0
RKP_WC_n70_R1000_H100_h80_dev0.2_d0.1,TIME_LIMIT,26524.4,31,50630,0
RKP_WC_n70_R1000_H100_h80_dev0.2_d0.5,TIME_LIMIT,25090.7,31,50155,0
RKP_WC_n70_R1000_H100_h80_dev0.2_d1,TIME_LIMIT,21058.8,34,48909,0
RKP_ASC_n80_R1000_H100_h40_dev0.15_d0.1,TIME_LIMIT,16577.4,22,54966,0
RKP_ASC_n80_R1000_H100_h40_dev0.15_d0.5,TIME_LIMIT,17190,22,58623,0
RKP_ASC_n80_R1000_H100_h40_dev0.15_d1,TIME_LIMIT,17409.2,22,57666,0
RKP_ASC_n80_R1000_H100_h40_dev0.1_d0.1,TIME_LIMIT,18060.3,19,52465,0
RKP_ASC_n80_R1000_H100_h40_dev0.1_d0.5,TIME_LIMIT,18230.2,18,56312,0
RKP_ASC_n80_R1000_H100_h40_dev0.1_d1,TIME_LIMIT,19315.1,19,50881,0
RKP_ASC_n80_R1000_H100_h40_dev0.2_d0.1,TIME_LIMIT,15813.2,26,53892,0
RKP_ASC_n80_R1000_H100_h40_dev0.2_d0.5,TIME_LIMIT,15396.2,27,57992,0
RKP_ASC_n80_R1000_H100_h40_dev0.2_d1,TIME_LIMIT,16851.2,27,56426,0
RKP_ASC_n80_R1000_H100_h80_dev0.15_d0.1,TIME_LIMIT,32582.9,24,52417,0
RKP_ASC_n80_R1000_H100_h80_dev0.15_d0.5,TIME_LIMIT,33889.7,26,49376,0
RKP_ASC_n80_R1000_H100_h80_dev0.15_d1,TIME_LIMIT,30347.3,23,46654,0
RKP_ASC_n80_R1000_H100_h80_dev0.1_d0.1,TIME_LIMIT,34787,19,50259,0
RKP_ASC_n80_R1000_H100_h80_dev0.1_d0.5,TIME_LIMIT,32286.5,17,46897,0
RKP_ASC_n80_R1000_H100_h80_dev0.1_d1,TIME_LIMIT,32275.2,17,45144,0
RKP_ASC_n80_R1000_H100_h80_dev0.2_d0.1,TIME_LIMIT,28401,27,50660,0
RKP_ASC_n80_R1000_H100_h80_dev0.2_d0.5,TIME_LIMIT,34300.2,27,49417,0
RKP_ASC_n80_R1000_H100_h80_dev0.2_d1,TIME_LIMIT,34181.9,30,45799,0
RKP_SC_n80_R1000_H100_h40_dev0.15_d0.1,TIME_LIMIT,16086.3,21,57469,0
RKP_SC_n80_R1000_H100_h40_dev0.15_d0.5,TIME_LIMIT,16382.2,22,57432,0
RKP_SC_n80_R1000_H100_h40_dev0.15_d1,TIME_LIMIT,16151.4,19,60372,0
RKP_SC_n80_R1000_H100_h40_dev0.1_d0.1,TIME_LIMIT,18357,1,56753,0
RKP_SC_n80_R1000_H100_h40_dev0.1_d0.5,TIME_LIMIT,16049.6,20,52372,0
RKP_SC_n80_R1000_H100_h40_dev0.1_d1,TIME_LIMIT,19404.6,18,53113,0
RKP_SC_n80_R1000_H100_h40_dev0.2_d0.1,TIME_LIMIT,15710.8,26,55220,0
RKP_SC_n80_R1000_H100_h40_dev0.2_d0.5,TIME_LIMIT,15555.7,25,58622,0
RKP_SC_n80_R1000_H100_h40_dev0.2_d1,TIME_LIMIT,16876.9,27,57487,0
RKP_SC_n80_R1000_H100_h80_dev0.15_d0.1,TIME_LIMIT,31317,24,51433,0
RKP_SC_n80_R1000_H100_h80_dev0.15_d0.5,TIME_LIMIT,30942.6,20,50363,0
RKP_SC_n80_R1000_H100_h80_dev0.15_d1,TIME_LIMIT,36976.4,23,49774,0
RKP_SC_n80_R1000_H100_h80_dev0.1_d0.1,TIME_LIMIT,35839.1,18,51844,0
RKP_SC_n80_R1000_H100_h80_dev0.1_d0.5,TIME_LIMIT,33863.1,22,49064,0
RKP_SC_n80_R1000_H100_h80_dev0.1_d1,TIME_LIMIT,34296.5,18,48374,0
RKP_SC_n80_R1000_H100_h80_dev0.2_d0.1,TIME_LIMIT,33304,29,51616,0
RKP_SC_n80_R1000_H100_h80_dev0.2_d0.5,TIME_LIMIT,35798.2,32,50014,0
RKP_SC_n80_R1000_H100_h80_dev0.2_d1,TIME_LIMIT,32274.8,31,47320,0
RKP_UN_n80_R1000_H100_h40_dev0.15_d0.1,64.035,21403.7,27,2287,1
RKP_UN_n80_R1000_H100_h40_dev0.15_d0.5,439.573,22712.3,33,8708,1
RKP_UN_n80_R1000_H100_h40_dev0.15_d1,38.7985,25271,1,1501,1
RKP_UN_n80_R1000_H100_h40_dev0.1_d0.1,160.748,26083.3,19,4097,1
RKP_UN_n80_R1000_H100_h40_dev0.1_d0.5,267.031,25393,24,5980,1
RKP_UN_n80_R1000_H100_h40_dev0.1_d1,170.715,27547.1,24,4420,1
RKP_UN_n80_R1000_H100_h40_dev0.2_d0.1,939.265,23190,1,12402,1
RKP_UN_n80_R1000_H100_h40_dev0.2_d0.5,4407.34,21731.3,23,32274,1
RKP_UN_n80_R1000_H100_h40_dev0.2_d1,222.154,25423.6,25,5329,1
RKP_UN_n80_R1000_H100_h80_dev0.15_d0.1,12.9345,38475.6,32,436,1
RKP_UN_n80_R1000_H100_h80_dev0.15_d0.5,27.09,34665,47,871,1
RKP_UN_n80_R1000_H100_h80_dev0.15_d1,14.8498,31549.2,38,469,1
RKP_UN_n80_R1000_H100_h80_dev0.1_d0.1,8.27517,35402.8,30,308,1
RKP_UN_n80_R1000_H100_h80_dev0.1_d0.5,4.44319,37574.6,34,146,1
RKP_UN_n80_R1000_H100_h80_dev0.1_d1,15.9188,33042.9,37,604,1
RKP_UN_n80_R1000_H100_h80_dev0.2_d0.1,28.1451,35874.6,44,734,1
RKP_UN_n80_R1000_H100_h80_dev0.2_d0.5,94.4909,33417.2,44,2211,1
RKP_UN_n80_R1000_H100_h80_dev0.2_d1,69.3243,33005.3,52,1925,1
RKP_WC_n80_R1000_H100_h40_dev0.15_d0.1,TIME_LIMIT,12631.5,26,61385,0
RKP_WC_n80_R1000_H100_h40_dev0.15_d0.5,TIME_LIMIT,14922,27,56960,0
RKP_WC_n80_R1000_H100_h40_dev0.15_d1,TIME_LIMIT,13380.6,27,62864,0
RKP_WC_n80_R1000_H100_h40_dev0.1_d0.1,TIME_LIMIT,15684.7,20,59085,0
RKP_WC_n80_R1000_H100_h40_dev0.1_d0.5,TIME_LIMIT,14399.8,18,57771,0
RKP_WC_n80_R1000_H100_h40_dev0.1_d1,TIME_LIMIT,15212.8,19,61830,0
RKP_WC_n80_R1000_H100_h40_dev0.2_d0.1,TIME_LIMIT,11815.4,40,56441,0
RKP_WC_n80_R1000_H100_h40_dev0.2_d0.5,TIME_LIMIT,13486,1,59049,0
RKP_WC_n80_R1000_H100_h40_dev0.2_d1,TIME_LIMIT,14105,1,59953,0
RKP_WC_n80_R1000_H100_h80_dev0.15_d0.1,TIME_LIMIT,24798.3,28,50423,0
RKP_WC_n80_R1000_H100_h80_dev0.15_d0.5,TIME_LIMIT,25395.7,29,53296,0
RKP_WC_n80_R1000_H100_h80_dev0.15_d1,TIME_LIMIT,26751.2,29,47967,0
RKP_WC_n80_R1000_H100_h80_dev0.1_d0.1,TIME_LIMIT,27557.3,18,39365,0
RKP_WC_n80_R1000_H100_h80_dev0.1_d0.5,TIME_LIMIT,30383.6,21,55360,0
RKP_WC_n80_R1000_H100_h80_dev0.1_d1,TIME_LIMIT,28051.1,20,48210,0
RKP_WC_n80_R1000_H100_h80_dev0.2_d0.1,TIME_LIMIT,24189,36,47948,0
RKP_WC_n80_R1000_H100_h80_dev0.2_d0.5,TIME_LIMIT,25973.6,37,46553,0
RKP_WC_n80_R1000_H100_h80_dev0.2_d1,TIME_LIMIT,26294.5,38,47818,0